,Unnamed: 0,fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event
9,9,Douglas Silva de Andrade,Cody Gibson,Bantamweight Bout,,,ufc-fight-night-porto-alegre,https://www.ufc.com/event/ufc-fight-night-porto-alegre,Decision - Unanimous,ufc-fight-night-porto-alegre
10,10,Ivan Jorge,Josh Shockley,Lightweight Bout,,,ufc-fight-night-porto-alegre,https://www.ufc.com/event/ufc-fight-night-porto-alegre,Decision - Unanimous,ufc-fight-night-porto-alegre
0,0,Michael Bisping,Tim Kennedy,Middleweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
1,1,Patrick Cote,Kyle Noke,Welterweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
2,2,Sheldon Westcott,Elias Theodorou,Middleweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,KO/TKO,ufc-fight-night-quebec-city
3,3,Chad Laprise,Olivier Aubin-Mercier,Welterweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Split,ufc-fight-night-quebec-city
4,4,Dustin Poirier,Akira Corassani,Featherweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,KO/TKO,ufc-fight-night-quebec-city
5,5,Sam Stout,KJ Noons,Welterweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,KO/TKO,ufc-fight-night-quebec-city
6,6,Sarah Kaufman,Leslie Smith,Women's Bantamweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
7,7,Ryan Jimmo,Sean O'Connell,Light Heavyweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,KO/TKO,ufc-fight-night-quebec-city
8,8,George Roop,Dustin Kimura,Bantamweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
9,9,Mark Bocek,Mike De La Torre,Lightweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Split,ufc-fight-night-quebec-city
10,10,Nordine Taleb,Vik Grujic,Middleweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
11,11,Rich Walsh,,Welterweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
12,12,Mitch Gagnon,Tim Gorman,Bantamweight Bout,,,ufc-fight-night-quebec-city,https://www.ufc.com/event/ufc-fight-night-quebec-city,Decision - Unanimous,ufc-fight-night-quebec-city
0,0,Curtis Blaydes,Junior Dos Santos,Heavyweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,KO/TKO,ufc-fight-night-raleigh-january-25-blaydes-jds
1,1,Rafael Dos Anjos,Michael Chiesa,Welterweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
2,2,Jordan Espinosa,Alex Perez,Flyweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,SUB,ufc-fight-night-raleigh-january-25-blaydes-jds
3,3,Hannah Cifers,Angela Hill,Women's Strawweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,KO/TKO,ufc-fight-night-raleigh-january-25-blaydes-jds
4,4,Jamahal Hill,Darko Stosic,Light Heavyweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
5,5,Bevon Lewis,Dequan Townsend,Middleweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
6,6,Arnold Allen,Nik Lentz,Featherweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
7,7,Justine Kish,Lucie Pudilova,Women's Flyweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
8,8,Montel Jackson,Felipe Colares,Bantamweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
9,9,Sara McMann,Lina Lansberg,Women's Bantamweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,DEC,ufc-fight-night-raleigh-january-25-blaydes-jds
10,10,Brett Johns,Tony Gravely,Bantamweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,SUB,ufc-fight-night-raleigh-january-25-blaydes-jds
11,11,Herbert Burns,Nate Landwehr,Featherweight Bout,,,ufc-fight-night-raleigh-january-25-blaydes-jds,https://www.ufc.com/event/ufc-fight-night-raleigh-january-25-blaydes-jds,KO/TKO,ufc-fight-night-raleigh-january-25-blaydes-jds
0,0,Rashad Evans,Sean Salmon,Light Heavyweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,KO/TKO,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
1,1,Jake O'Brien,Heath Herring,Heavyweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,Decision - Unanimous,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
2,2,Hermes Franca,Spencer Fisher,Lightweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,KO/TKO,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
3,3,Nate Marquardt,Dean Lister,Middleweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,Decision - Unanimous,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
4,4,Joshua Burkman,Chad Reiner,Welterweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,Decision - Unanimous,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
5,5,Ed Herman,Chris Price,Middleweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,Submission,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
6,6,Din Thomas,Clay Guida,Lightweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,Decision - Unanimous,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
7,7,Rich Clementi,Ross Pointon,Welterweight Bout,,,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,https://www.ufc.com/event/UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon,Submission,UFC-Fight-Night-Rashad-Evans-vs-Sean-Salmon
0,0,Demian Maia,Ryan LaFlare,Welterweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Decision - Unanimous,ufc-fight-night-rio-de-janeiro-2015
1,1,Erick Silva,Josh Koscheck,Welterweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Submission,ufc-fight-night-rio-de-janeiro-2015
2,2,Leonardo Santos,Anthony Rocco Martin,Lightweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Submission,ufc-fight-night-rio-de-janeiro-2015
3,3,Amanda Nunes,Shayna Baszler,Women's Bantamweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,KO/TKO,ufc-fight-night-rio-de-janeiro-2015
4,4,Gilbert Burns,Alex Oliveira,Lightweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Submission,ufc-fight-night-rio-de-janeiro-2015
5,5,,Andre Fili,Featherweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Submission,ufc-fight-night-rio-de-janeiro-2015
6,6,Francisco Trinaldo,Akbarh Arreola,Lightweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Decision - Unanimous,ufc-fight-night-rio-de-janeiro-2015
7,7,Kevin Souza,Katsunori Kikuno,Featherweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,KO/TKO,ufc-fight-night-rio-de-janeiro-2015
8,8,Leandro Silva,Drew Dober,Lightweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Overturned,ufc-fight-night-rio-de-janeiro-2015
9,9,Leonardo Mafra,Cain Carrizosa,Lightweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Decision - Unanimous,ufc-fight-night-rio-de-janeiro-2015
10,10,Jorge de Oliveira,Christos Giagos,Lightweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,Submission,ufc-fight-night-rio-de-janeiro-2015
11,11,Bentley Syler,Fredy Serrano,Flyweight Bout,,,ufc-fight-night-rio-de-janeiro-2015,https://www.ufc.com/event/ufc-fight-night-rio-de-janeiro-2015,KO/TKO,ufc-fight-night-rio-de-janeiro-2015
0,0,Alistair Overeem,Andrei Arlovski,Heavyweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,KO/TKO,ufc-fight-night-rotterdam-2016
1,1,Antonio Silva,Stefan Struve,Heavyweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,KO/TKO,ufc-fight-night-rotterdam-2016
2,2,Albert Tumenov,Gunnar Nelson,Welterweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,SUB,ufc-fight-night-rotterdam-2016
3,3,Germaine de Randamie,Anna Elmose,Women's Bantamweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,KO/TKO,ufc-fight-night-rotterdam-2016
4,4,Nikita Krylov,Francimar Barroso,Light Heavyweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,SUB,ufc-fight-night-rotterdam-2016
5,5,Karolina Kowalkiewicz,Heather Jo Clark,Women's Strawweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,DEC,ufc-fight-night-rotterdam-2016
6,6,Rustam Khabilov,Chris Wade,Lightweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,DEC,ufc-fight-night-rotterdam-2016
7,7,Magnus Cedenblad,Garreth McLellan,Middleweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,KO/TKO,ufc-fight-night-rotterdam-2016
8,8,Jon Tuck,Josh Emmett,Lightweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,DEC,ufc-fight-night-rotterdam-2016
9,9,Yan Cabral,Reza Madadi,Lightweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,KO/TKO,ufc-fight-night-rotterdam-2016
10,10,Kyoji Horiguchi,Neil Seery,Flyweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,DEC,ufc-fight-night-rotterdam-2016
11,11,Leon Edwards,,Welterweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,DEC,ufc-fight-night-rotterdam-2016
12,12,Ulka Sasaki,Willie Gates,Flyweight Bout,,,ufc-fight-night-rotterdam-2016,https://www.ufc.com/event/ufc-fight-night-rotterdam-2016,SUB,ufc-fight-night-rotterdam-2016
0,0,Alexander Volkov,Stefan Struve,Heavyweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,ko/tko,ufc-fight-night-rotterdam-2017
1,1,Siyar Bahadurzada,Rob Wilkinson,Middleweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,KO/TKO,ufc-fight-night-rotterdam-2017
2,2,Marion Reneau,Talita Bernardo,Women's Bantamweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,KO/TKO,ufc-fight-night-rotterdam-2017
3,3,Leon Edwards,Bryan Barberena,Welterweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,DEC,ufc-fight-night-rotterdam-2017
4,4,Darren Till,Bojan Velickovic,Welterweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,DEC,ufc-fight-night-rotterdam-2017
5,5,Mairbek Taisumov,Felipe Silva,Lightweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,KO/TKO,ufc-fight-night-rotterdam-2017
6,6,Michel Prazeres,Mads Burnell,Lightweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,SUB,ufc-fight-night-rotterdam-2017
7,7,Rustam Khabilov,Desmond Green,Lightweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,DEC,ufc-fight-night-rotterdam-2017
8,8,Francimar Barroso,Aleksandar Rakić,Light Heavyweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,DEC,ufc-fight-night-rotterdam-2017
9,9,Mike Santiago,Zabit Magomedsharipov,Featherweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,SUB,ufc-fight-night-rotterdam-2017
10,10,Bojan Mihajlovic,Abdul-Kerim Edilov,Light Heavyweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,KO/TKO,ufc-fight-night-rotterdam-2017
11,11,Thibault Gouti,Andrew Holbrook,Lightweight Bout,,,ufc-fight-night-rotterdam-2017,https://www.ufc.com/event/ufc-fight-night-rotterdam-2017,KO/TKO,ufc-fight-night-rotterdam-2017
0,0,Paige VanZant,Michelle Waterson-Gomez,Women's Strawweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,SUB,ufc-fight-night-sacramento
1,1,Sage Northcutt,Mickey Gall,Welterweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,SUB,ufc-fight-night-sacramento
2,2,Urijah Faber,Brad Pickett,Bantamweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
3,3,Alan Jouban,Mike Perry,Welterweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
4,4,,Paul Craig,Light Heavyweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,SUB,ufc-fight-night-sacramento
5,5,Cole Miller,Mizuto Hirota,Featherweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
6,6,Bryan Barberena,Colby Covington,Welterweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
7,7,James Moontasri,Alex Morono,Welterweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
8,8,Josh Emmett,Scott Holtzman,Lightweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
9,9,Leslie Smith,Irene Aldana,Women's Bantamweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
10,10,Eddie Wineland,Takeya Mizugaki,Bantamweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,KO/TKO,ufc-fight-night-sacramento
11,11,Hector Sandoval,Fredy Serrano,Flyweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
12,12,Bojan Velickovic,Sultan Aliev,Welterweight Bout,,,ufc-fight-night-sacramento,https://www.ufc.com/event/ufc-fight-night-sacramento,DEC,ufc-fight-night-sacramento
0,0,Yair Rodriguez,Alex Caceres,Featherweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
1,1,Dennis Bermudez,,Featherweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
2,2,Thales Leites,Chris Camozzi,Middleweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,SUB,ufc-fight-night-salt-lake-city
3,3,Santiago Ponzinibbio,Zak Cummings,Welterweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
4,4,Trevor Smith,Joe Gigliotti,Middleweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
5,5,Maryna Moroz,Danielle Taylor,Women's Strawweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
6,6,Court McGee,Dominique Steele,Welterweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
7,7,Viktor Pesta,Marcin Tybura,Heavyweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,KO/TKO,ufc-fight-night-salt-lake-city
8,8,David Teymur,Jason Novelli,Lightweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,KO/TKO,ufc-fight-night-salt-lake-city
9,9,Teruto Ishihara,Horacio Gutierrez,Featherweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,KO/TKO,ufc-fight-night-salt-lake-city
10,10,Cub Swanson,Tatsuya Kawajiri,Featherweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
11,11,Chase Sherman,Justin Ledet,Heavyweight Bout,,,ufc-fight-night-salt-lake-city,https://www.ufc.com/event/ufc-fight-night-salt-lake-city,DEC,ufc-fight-night-salt-lake-city
0,0,Spencer Fisher,Sam Stout,Lightweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Decision - Unanimous,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
1,1,Jon Fitch,Roan Carneiro,Welterweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Submission,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
2,2,Drew McFedries,Jordan Radev,Middleweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,KO/TKO,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
3,3,Thiago Tavares,Jason Black,Lightweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Submission,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
4,4,Forrest Petz,Luigi Fioravanti,Welterweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Decision - Unanimous,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
5,5,Tamdan McCrory,Pete Spratt,Welterweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Submission,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
6,6,Gleison Tibau,Jeff Cox,Lightweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Submission,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
7,7,Anthony Johnson,Chad Reiner,Welterweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,KO/TKO,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
8,8,Nate Mohr,Luke Caudillo,Lightweight Bout,,,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,https://www.ufc.com/event/UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher,Decision - Unanimous,UFC-Fight-Night-Sam-Stout-vs-Spencer-Fisher
0,0,Frank Mir,Todd Duffee,Heavyweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,KO/TKO,ufc-fight-night-san-diego-2015
1,1,Josh Thomson,Tony Ferguson,Lightweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
2,2,Holly Holm,Marion Reneau,Women's Bantamweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
3,3,Kevin Lee,James Moontasri,Lightweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,SUB,ufc-fight-night-san-diego-2015
4,4,Alan Jouban,Matt Dwyer,Welterweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
5,5,Scott Jorgensen,Manny Gamburyan,Bantamweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
6,6,Sam Sicilia,Yaotzin Meza,Featherweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
7,7,Jessica Andrade,Sarah Moras,Women's Bantamweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
8,8,Rani Yahya,Masanori Kanehara,Bantamweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
9,9,Igor Araujo,Sean Strickland,Welterweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
10,10,Kevin Casey,Ildemar Alcantara,Middleweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,DEC,ufc-fight-night-san-diego-2015
11,11,Andrew Craig,Lyman Good,Welterweight Bout,,,ufc-fight-night-san-diego-2015,https://www.ufc.com/event/ufc-fight-night-san-diego-2015,KO/TKO,ufc-fight-night-san-diego-2015
0,0,Diego Sanchez,Joe Riggs,Welterweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,KO/TKO,UFC-Fight-Night-Sanchez-vs-Riggs
1,1,Josh Koscheck,Jeff Joslin,Welterweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,Decision - Unanimous,UFC-Fight-Night-Sanchez-vs-Riggs
2,2,Karo Parisyan,Drew Fickett,Welterweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,Decision - Unanimous,UFC-Fight-Night-Sanchez-vs-Riggs
3,3,Marcus Davis,Shonie Carter,Welterweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,Decision - Unanimous,UFC-Fight-Night-Sanchez-vs-Riggs
4,4,David Heath,Victor Valimaki,Light Heavyweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,Decision - Split,UFC-Fight-Night-Sanchez-vs-Riggs
5,5,Alan Belcher,Jorge Santiago,Middleweight Bout,,,UFC-Fight-Night-Sanchez-vs-Riggs,https://www.ufc.com/event/UFC-Fight-Night-Sanchez-vs-Riggs,KO/TKO,UFC-Fight-Night-Sanchez-vs-Riggs
