fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event,event_name,full_event_name
Francis Ngannou,Junior Dos Santos,Heavyweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO/TKO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Jussier Formiga,Joseph Benavidez,Flyweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO/TKO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Demian Maia,Anthony Rocco Martin,Welterweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,DEC,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Roosevelt Roberts,Vinc Pichel,Lightweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,DEC,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Drew Dober,Marco Polo Reyes,Lightweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO/TKO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Alonzo Menifield,Paul Craig,Light Heavyweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO/TKO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Ricardo Ramos,Journey Newson,Bantamweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,DEC,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Eryk Anders,Vinicius Moreira,Light Heavyweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO/TKO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Jared Gordon,Dan Moret,Lightweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,DEC,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Dalcha Lungiambula,Dequan Townsend,Light Heavyweight Bout,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Emily Whitmire,Amanda Ribas, ,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,SUB,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Maurice Greene,Junior Albini, ,,,ufc-fight-night-june-29-2019-minneapolis,https://www.ufc.com/event/ufc-fight-night-june-29-2019-minneapolis,KO/TKO,ufc-fight-night-june-29-2019-minneapolis,Ngannou vs Dos Santos,UFC fight night june 29 2019 minneapolis Ngannou vs Dos Santos
Demetrious Johnson,Wilson Reis,Flyweight Title Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,SUB,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Rose Namajunas,Michelle Waterson-Gomez,Women's Strawweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,SUB,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Ronaldo Souza,Robert Whittaker,Middleweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,KO/TKO,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Jeremy Stephens,Renato Moicano,Featherweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Alexander Volkov,Roy Nelson,Heavyweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Patrick Williams,Tom Duquesnoy,Bantamweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,KO/TKO,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Bobby Green,Rashid Magomedov,Lightweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Louis Smolka,Tim Elliott,Flyweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Aljamain Sterling,Augusto Mendes,Bantamweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Devin Clark,Jake Collier,Light Heavyweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Anthony Smith,Andrew Sanchez,Middleweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,KO/TKO,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Zak Cummings,Nathan Coy,Welterweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,SUB,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Ashlee Evans-Smith,Ketlen Vieira,Women's Bantamweight Bout,,,ufc-fight-night-kansas-city-2017,https://www.ufc.com/event/ufc-fight-night-kansas-city-2017,DEC,ufc-fight-night-kansas-city-2017,Johnson vs Reis,UFC fight night kansas city 2017 Johnson vs Reis
Kenny Florian,Joe Lauzon,Lightweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Gray Maynard,Frankie Edgar,Lightweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Decision - Unanimous,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Thiago Alves,Karo Parisyan,Welterweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Matt Hamill,Tim Boetsch,Light Heavyweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Nate Diaz,Kurt Pellegrino,Lightweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Submission,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
James Irvin,Houston Alexander,Light Heavyweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Josh Neer,Din Thomas,Lightweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Decision - Unanimous,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Manny Gamburyan,Jeff Cox,Lightweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Submission,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Clay Guida,Samy Schiavo,Lightweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
George Sotiropoulos,Roman Mitichyan,Welterweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Anthony Johnson,Tommy Speer,Welterweight Bout,,,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,https://www.ufc.com/event/UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,KO/TKO,UFC-Fight-Night-Kenny-Florian-vs-Joe-Lauzon,Florian vs Lauzon,UFC Fight Night Kenny Florian vs Joe Lauzon Florian vs Lauzon
Gabriel Gonzaga,Mirko Cro Cop,Heavyweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Jimi Manuwa,Jan Błachowicz,Light Heavyweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Pawel Pawlak,Sheldon Westcott,Welterweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Joanne Wood,Maryna Moroz,Women's Strawweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Seth Baczynski,Leon Edwards,Welterweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Bartosz Fabinski,Garreth McLellan,Middleweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Sergio Moraes,Mickael Lebout,Welterweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Damian Stasiak,Yaotzin Meza,Featherweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,DEC,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Daniel Omielanczuk,Anthony Hamilton,Heavyweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Izabela Badurek,Alexandra Albu,Women's Strawweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Marcin Bandel,Stevie Ray,Lightweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Taylor Lapilus,Rocky Lee,Featherweight Bout,,,ufc-fight-night-krakow-poland-2015,https://www.ufc.com/event/ufc-fight-night-krakow-poland-2015,,ufc-fight-night-krakow-poland-2015,Gonzaga vs Cro Cop 2,UFC fight night krakow poland 2015 Gonzaga vs Cro Cop 2
Rose Namajunas,Paige VanZant,Women's Strawweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,SUB,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Jim Miller,Michael Chiesa,Lightweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,SUB,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Sage Northcutt,Cody Pfister,Lightweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,SUB,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Elias Theodorou,Thiago Santos,Middleweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,DEC,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Tim Means,John Howard,Welterweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,KO/TKO,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Omari Akhmedov,Sergio Moraes,Welterweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,KO/TKO,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Antonio Carlos Junior,Kevin Casey,Middleweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Aljamain Sterling,Johnny Eduardo,Bantamweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,SUB,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Santiago Ponzinibbio,Andreas Stahl,Welterweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,KO/TKO,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Danny Roberts,Nathan Coy,Welterweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,SUB,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Zubaira Tukhugov,Phillipe Nover,Featherweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,DEC,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Kailin Curran,Emily Peters Kagan,Women's Strawweight Bout,,,ufc-fight-night-las-vegas-2015,https://www.ufc.com/event/ufc-fight-night-las-vegas-2015,SUB,ufc-fight-night-las-vegas-2015,Namajunas vs VanZant,UFC fight night las vegas 2015 Namajunas vs VanZant
Rafael Dos Anjos,Eddie Alvarez,Lightweight Title Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,KO/TKO,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Roy Nelson,Derrick Lewis,Heavyweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,DEC,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Alan Jouban,Belal Muhammad,Welterweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,DEC,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Joe Duffy,Mitch Clarke,Lightweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,SUB,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Mike Pyle,Alberto Mina,Welterweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,KO/TKO,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
John Makdessi,Mehdi Baghdad,Lightweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,DEC,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Anthony Birchak,Dileno Lopes,Bantamweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,DEC,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Russell Doane,Pedro Munhoz,Bantamweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,SUB,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Felipe Arantes,Jerrod Sanders,Bantamweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,SUB,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Gilbert Burns,Lukasz Sajewski,Lightweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,SUB,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Vicente Luque,Alvaro Herrera,Welterweight Bout,,,ufc-fight-night-las-vegas-july-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-july-2016,SUB,ufc-fight-night-las-vegas-july-2016,Dos Anjos vs Alvarez,UFC fight night las vegas july 2016 Dos Anjos vs Alvarez
Thomas Almeida,Cody Garbrandt,Bantamweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,KO/TKO,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Renan Barao,Jeremy Stephens,Featherweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Tarec Saffiedine,Rick Story,Welterweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Jorge Masvidal,Lorenz Larkin,Welterweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Joshua Burkman,Paul Felder,Lightweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Sara McMann,Jessica Eye,Women's Bantamweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Abel Trujillo,Jordan Rinaldi,Lightweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Jake Collier,Alberto Pereira,Middleweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,KO/TKO,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Erik Koch,Shane Campbell,Lightweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,SUB,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Aljamain Sterling,Bryan Caraway,Bantamweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,DEC,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Chris De La Rocha,Adam Milstead,Heavyweight Bout,,,ufc-fight-night-las-vegas-may-2016,https://www.ufc.com/event/ufc-fight-night-las-vegas-may-2016,KO/TKO,ufc-fight-night-las-vegas-may-2016,Almeida vs Garbrandt,UFC fight night las vegas may 2016 Almeida vs Garbrandt
Joe Lauzon,Jeremy Stephens,Lightweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Submission,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Cain Velasquez,Denis Stojnic,Heavyweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,KO/TKO,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Josh Neer,Mac Danzig,Lightweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Submission,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Anthony Johnson,Luigi Fioravanti,Welterweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,KO/TKO,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Kurt Pellegrino,Rob Emerson,Lightweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Submission,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Dan Miller,Jake Rosholt,Middleweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Submission,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Matt Veach,Matt Grice,Lightweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,KO/TKO,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Gleison Tibau,Rich Clementi,Lightweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Submission,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
