fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event,event_name,full_event_name
Anthony Perosh,Sean O'Connell,Light Heavyweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Jake Matthews,James Vick,Lightweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Hatsu Hioki,Dan Hooker,Featherweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Kyle Noke,Jonavin Webb,Welterweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Daniel Kelly,Sam Alvey,Middleweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Bec Rawlings,Lisa Ellis,Women's Strawweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Dylan Andrews,Bradley Scott,Middleweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Alex Chambers,Kailin Curran,Women's Strawweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Vik Grujic,Brendan O'Reilly,Welterweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Alptekin Ozkilic,Ben Nguyen,Flyweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,KO/TKO,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Derrick Lewis,Shamil Abdurakhimov,Heavyweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,KO/TKO,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Francis Ngannou,Anthony Hamilton,Heavyweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,SUB,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Corey Anderson,Sean O'Connell,Light Heavyweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,KO/TKO,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Gian Villante,Saparbeg Safarov,Light Heavyweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,KO/TKO,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Justine Kish,Ashley Yoder,Women's Strawweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,DEC,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Randy Brown,Brian Camozzi,Welterweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,KO/TKO,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Joe Gigliotti,Gerald Meerschaert,Middleweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,SUB,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Andrew Sanchez,Trevor Smith,Middleweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,DEC,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Tiago Trator,Shane Burgos,Featherweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,DEC,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Frankie Perez,Marc Diakiese,Lightweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,DEC,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Keith Berish,Ryan Janes,Middleweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,DEC,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Juliana Lima,JJ Aldrich,Women's Strawweight Bout,,,ufc-fight-night-albany,https://www.ufc.com/event/ufc-fight-night-albany,DEC,ufc-fight-night-albany,Lewis vs Abdurakhimov,UFC fight night albany Lewis vs Abdurakhimov
Marvin Vettori,Kevin Holland,Middleweight Bout,-335.0,260.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Unanimous,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Arnold Allen,Sodiq Yusuff,Featherweight Bout,125.0,-152.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Unanimous,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Sam Alvey,Julian Marquez,Middleweight Bout,160.0,-200.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Submission,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Nina Nunes,Mackenzie Dern,Women's Strawweight Bout,-139.0,115.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Submission,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Mike Perry,Daniel Rodriguez,Welterweight Bout,138.0,-167.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Unanimous,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Jim Miller,Joe Solecki,Lightweight Bout,195.0,-250.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Unanimous,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Scott Holtzman,Mateusz Gamrot,Lightweight Bout,195.0,-250.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,KO/TKO,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
John Makdessi,Ignacio Bahamondes,Lightweight Bout,158.0,-200.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Split,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Yorgan De Castro,Jarjis Danho,Heavyweight Bout,-315.0,235.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,KO/TKO,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Hunter Azure,Jack Shore,Bantamweight Bout,135.0,-167.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Split,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Luis Saldana,Jordan Griffin,Featherweight Bout,-134.0,108.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Unanimous,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Da-un Jung,William Knight,Light Heavyweight Bout,-141.0,111.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Decision - Unanimous,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Impa Kasanganay,Sasha Palatnikov,Welterweight Bout,-305.0,230.0,ufc-fight-night-april-10-2021,https://www.ufc.com/event/ufc-fight-night-april-10-2021,Submission,ufc-fight-night-april-10-2021,Vettori vs Holland,UFC fight night april 10 2021 Vettori vs Holland
Dustin Poirier,Justin Gaethje,Lightweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,KO/TKO,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Carlos Condit,Alex Oliveira,Welterweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,SUB,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Israel Adesanya,Marvin Vettori,Middleweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,DEC,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Michelle Waterson-Gomez,Cortney Casey,Women's Strawweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,DEC,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Tim Boetsch,Antonio Carlos Junior,Middleweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,SUB,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Muslim Salikhov,Ricky Rainey,Welterweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,KO/TKO,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Wilson Reis,John Moraga,Flyweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,DEC,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Krzysztof Jotko,Brad Tavares,Middleweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,KO/TKO,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Gilbert Burns,Dan Moret,Lightweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,KO/TKO,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Shana Dobson,Lauren Mueller,Women's Flyweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,DEC,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Dhiego Lima,Yushin Okami,Welterweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,DEC,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Arjan Singh Bhullar,Adam Wieczorek,Heavyweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,SUB,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Matthew Lopez,Alejandro Pérez,Bantamweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,KO/TKO,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Luke Sanders,Patrick Williams,Bantamweight Bout,,,ufc-fight-night-april-14-2018,https://www.ufc.com/event/ufc-fight-night-april-14-2018,DEC,ufc-fight-night-april-14-2018,Poirier vs Gaethje,UFC fight night april 14 2018 Poirier vs Gaethje
Vicente Luque,Belal Muhammad,Welterweight Bout,-190.0,160.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Caio Borralho,Gadzhi Omargadzhiev,Middleweight Bout,110.0,-130.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Miguel Baeza,Andre Fialho,Welterweight Bout,-170.0,150.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,KO/TKO,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Mayra Bueno Silva,Wu Yanan,Women's Bantamweight Bout,-490.0,360.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Pat Sabatini,TJ Laramie,Featherweight Bout,-510.0,375.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Mounir Lazzez,Ange Loosa,Welterweight Bout,-195.0,165.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Devin Clark,William Knight,Heavyweight Bout,-180.0,155.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,KO/TKO,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Lina Lansberg,Pannie Kianzad,Women's Bantamweight Bout,330.0,-435.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Drakkar Klose,Brandon Jenkins,Lightweight Bout,-650.0,460.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,KO/TKO,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Rafa Garcia,Jesse Ronson,Lightweight Bout,100.0,-120.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Submission,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Chris Barnett,Martin Buday,Heavyweight Bout,195.0,-240.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Unanimous,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Jordan Leavitt,Trey Ogden,Lightweight Bout,125.0,-145.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Split,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Istela Nunes,Sam Hughes,Women's Strawweight Bout,-225.0,185.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,Decision - Majority,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Alatengheili,Kevin Croom,Bantamweight Bout,-180.0,155.0,ufc-fight-night-april-16-2022,https://www.ufc.com/event/ufc-fight-night-april-16-2022,KO/TKO,ufc-fight-night-april-16-2022,Luque vs Muhammad,UFC fight night april 16 2022 Luque vs Muhammad
Robert Whittaker,Kelvin Gastelum,Middleweight Bout,-286.0,225.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Unanimous,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Andrei Arlovski,Chase Sherman,Heavyweight Bout,-130.0,105.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Unanimous,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Abdul Razak Alhassan,Jacob Malkoun,Middleweight Bout,-335.0,245.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Unanimous,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Tracy Cortez,Justine Kish,Women's Flyweight Bout,-286.0,220.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Split,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Luis Pena,Alexander Munoz,Lightweight Bout,-148.0,120.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Split,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Alexandr Romanov,Juan Espino,Heavyweight Bout,-150.0,120.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Split,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Jessica Penne,Loopy Godinez,Women's Strawweight Bout,220.0,-286.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Split,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Bartosz Fabinski,Gerald Meerschaert,Middleweight Bout,-139.0,110.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Submission,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Austin Hubbard,Dakota Bush,Lightweight Bout,,,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,Decision - Unanimous,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Tony Gravely,Anthony Birchak,Bantamweight Bout,-335.0,250.0,ufc-fight-night-april-17-2021,https://www.ufc.com/event/ufc-fight-night-april-17-2021,KO/TKO,ufc-fight-night-april-17-2021,Whittaker vs Gastelum,UFC fight night april 17 2021 Whittaker vs Gastelum
Alistair Overeem,Aleksei Oleinik,Heavyweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,ko/tko,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Islam Makhachev,Arman Tsarukyan,Lightweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,DEC,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Sergei Pavlovich,Marcelo Golm,Heavyweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,KO/TKO,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Roxanne Modafferi,Antonina Shevchenko,Women's Flyweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,DEC,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Krzysztof Jotko,Alen Amedovski,Middleweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Movsar Evloev,Seungwoo Choi,Featherweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,DEC,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Sultan Aliev,Keita Nakamura,Welterweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,DEC,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Alexander Yakovlev,Alex da Silva,Lightweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,SUB,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Marcin Tybura,Shamil Abdurakhimov,Heavyweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,KO/TKO,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Gadzhimurad Antigulov,Michal Oleksiejczuk,Light Heavyweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,KO/TKO,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Magomed Mustafaev,Rafael Fiziev,Lightweight Bout,,,ufc-fight-night-april-20-2019,https://www.ufc.com/event/ufc-fight-night-april-20-2019,KO/TKO,ufc-fight-night-april-20-2019,Overeem vs Oleinik,UFC fight night april 20 2019 Overeem vs Oleinik
Amanda Lemos,Jessica Andrade,Women's Strawweight Bout,170.0,-200.0,ufc-fight-night-april-23-2022,https://www.ufc.com/event/ufc-fight-night-april-23-2022,Submission,ufc-fight-night-april-23-2022,Lemos vs Andrade,UFC fight night april 23 2022 Lemos vs Andrade
Clay Guida,Claudio Puelles,Lightweight Bout,-105.0,-115.0,ufc-fight-night-april-23-2022,https://www.ufc.com/event/ufc-fight-night-april-23-2022,Submission,ufc-fight-night-april-23-2022,Lemos vs Andrade,UFC fight night april 23 2022 Lemos vs Andrade
