,Unnamed: 0,Fighter_A,Fighter_B,A_Kd,B_Kd,A_Sig_strike_land,A_Sig_strike_att,B_Sig_strike_land,B_Sig_strike_att,A_Sig_strike_percent,B_Sig_strike_percent,A_Total_Strikes_land,A_Total_Strikes_att,B_Total_Strikes_land,B_Total_Strikes_att,A_Total_Strikes_percent,B_Total_Strikes_percent,A_Takedowns_land,A_Takedowns_att,B_Takedowns_land,B_Takedowns_att,A_Takedown_percent,B_Takedown_percent,A_Sub_Attempts_land,B_Sub_Attempts_land,A_Rev,B_Rev,A_Ctrl_time_min,A_Ctrl_time_sec,B_Ctrl_time_min,B_Ctrl_time_sec,A_Ctrl_time_tot,B_Ctrl_time_tot,details,event_title,event_url,date,Winner,A_Head_Strikes_land,A_Head_Strikes_att,B_Head_Strikes_land,B_Head_Strikes_att,A_Head_Strikes_percent,B_Head_Strikes_percent,A_Body_Strikes_land,A_Body_Strikes_att,B_Body_Strikes_land,B_Body_Strikes_att,A_Body_Strikes_percent,B_Body_Strikes_percent,A_Leg_Strikes_land,A_Leg_Strikes_att,B_Leg_Strikes_land,B_Leg_Strikes_att,A_Leg_Strikes_percent,B_Leg_Strikes_percent,A_Distance_Strikes_land,A_Distance_Strikes_att,B_Distance_Strikes_land,B_Distance_Strikes_att,A_Distance_Strikes_percent,B_Distance_Strikes_percent,A_Clinch_Strikes_land,A_Clinch_Strikes_att,B_Clinch_Strikes_land,B_Clinch_Strikes_att,A_Clinch_Strikes_percent,B_Clinch_Strikes_percent,A_Ground_Strikes_land,A_Ground_Strikes_att,B_Ground_Strikes_land,B_Ground_Strikes_att,A_Ground_Strikes_percent,B_Ground_Strikes_percent,Fighter_A_Odds_obf,Fighter_B_Odds_obf,favorite?
20,20,Amir Albazi,Francisco Figueiredo,0,0,12,18,11,15,0.66,0.73,23,29,14,18,0.7931034482758621,0.7777777777777778,2,4,0,0,0.5,0.0,1,0,0,0,2,36.0,0,0.0,156.0,0.0,Rear Naked Choke,UFC 278: Usman vs. Edwards,http://www.ufcstats.com/event-details/4f853e98886283cf,2022-08-20,Amir Albazi,10.0,16.0,2.0,3.0,0.625,0.6666666666666666,1.0,1.0,4.0,5.0,1.0,0.8,1.0,1.0,5.0,7.0,1.0,0.7142857142857143,3.0,8.0,11.0,15.0,0.375,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.9,0.0,-560.0,350.0,1
21,21,Paulo Costa,Luke Rockhold,0,0,73,103,51,70,0.7,0.72,106,137,57,78,0.7737226277372263,0.7307692307692307,2,2,1,4,1.0,0.25,0,0,0,1,5,28.0,0,47.0,328.0,47.0,Derek Cleary                                     27 - 30.          Mike Bell                                     27 - 30.          Chris Lee                                     27 - 30.,UFC 278: Usman vs. Edwards,http://www.ufcstats.com/event-details/4f853e98886283cf,2022-08-20,Paulo Costa,37.0,61.0,23.0,40.0,0.6065573770491803,0.575,33.0,39.0,23.0,25.0,0.8461538461538461,0.92,3.0,3.0,5.0,5.0,1.0,1.0,53.0,80.0,48.0,67.0,0.6625,0.7164179104477612,3.0,4.0,2.0,2.0,0.75,1.0,17.0,19.0,1.0,1.0,0.8947368421052632,1.0,-400.0,260.0,1
22,22,Jose Aldo,Merab Dvalishvili,0,0,38,67,57,147,0.56,0.38,59,92,135,230,0.6413043478260869,0.5869565217391305,0,0,0,16,0.0,0.0,0,0,0,0,0,0.0,5,6.0,0.0,306.0,Sal D'amato                                     28 - 29.          Mike Bell                                     27 - 30.          Chris Lee                                     28 - 29.,UFC 278: Usman vs. Edwards,http://www.ufcstats.com/event-details/4f853e98886283cf,2022-08-20,Merab Dvalishvili,11.0,35.0,20.0,102.0,0.3142857142857143,0.196078431372549,21.0,25.0,10.0,14.0,0.84,0.7142857142857143,6.0,7.0,27.0,31.0,0.8571428571428571,0.8709677419354839,35.0,63.0,43.0,132.0,0.5555555555555556,0.3257575757575757,3.0,4.0,14.0,15.0,0.75,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-170.0,0
23,23,Kamaru Usman,Leon Edwards,0,1,83,135,55,75,0.61,0.73,189,247,64,85,0.7651821862348178,0.7529411764705882,5,12,1,5,0.4166666666666667,0.2,0,1,0,0,10,36.0,2,55.0,636.0,175.0,Kick to Head At Distance,UFC 278: Usman vs. Edwards,http://www.ufcstats.com/event-details/4f853e98886283cf,2022-08-20,Leon Edwards,61.0,109.0,20.0,38.0,0.5596330275229358,0.5263157894736842,17.0,21.0,22.0,24.0,0.8095238095238095,0.9166666666666666,5.0,5.0,13.0,13.0,1.0,1.0,46.0,85.0,42.0,62.0,0.5411764705882353,0.6774193548387096,15.0,22.0,7.0,7.0,0.6818181818181818,1.0,22.0,28.0,6.0,6.0,0.7857142857142857,1.0,-375.0,275.0,1
24,24,Sean Woodson,Luis Saldana,0,2,73,157,91,176,0.46,0.51,86,170,96,181,0.5058823529411764,0.5303867403314917,0,0,1,7,0.0,0.1428571428571428,1,0,0,0,0,22.0,3,20.0,22.0,200.0,Derek Cleary                                     27 - 29.          Mike Bell                                     28 - 28.          Rich Montanez                                     29 - 27.,UFC 278: Usman vs. Edwards,http://www.ufcstats.com/event-details/4f853e98886283cf,2022-08-20,Luis Saldana,53.0,133.0,46.0,108.0,0.3984962406015037,0.4259259259259259,17.0,19.0,14.0,24.0,0.8947368421052632,0.5833333333333334,3.0,5.0,31.0,44.0,0.6,0.7045454545454546,70.0,154.0,85.0,166.0,0.4545454545454545,0.5120481927710844,3.0,3.0,3.0,5.0,1.0,0.6,0.0,0.0,3.0,5.0,0.0,0.6,-405.0,275.0,1
25,25,Tyson Pedro,Harry Hunsucker,1,0,6,11,2,4,0.54,0.5,6,11,2,4,0.5454545454545454,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,4.0,0,0.0,4.0,0.0,Kick to Body At Distance,UFC 278: Usman vs. Edwards,http://www.ufcstats.com/event-details/4f853e98886283cf,2022-08-20,Tyson Pedro,5.0,10.0,0.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,7.0,2.0,4.0,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.5,0.0,-1000.0,500.0,1
26,26,Gabriel Benitez,Charlie Ontiveros,0,0,37,60,22,47,0.61,0.46,47,74,28,55,0.6351351351351351,0.509090909090909,1,2,0,0,0.5,0.0,0,0,0,0,1,24.0,0,0.0,84.0,0.0,Punches to Head From Mount,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Gabriel Benitez,26.0,46.0,17.0,40.0,0.5652173913043478,0.425,6.0,8.0,4.0,6.0,0.75,0.6666666666666666,5.0,6.0,1.0,1.0,0.8333333333333334,1.0,14.0,26.0,21.0,45.0,0.5384615384615384,0.4666666666666667,2.0,4.0,1.0,2.0,0.5,0.5,21.0,30.0,0.0,0.0,0.7,0.0,-400.0,260.0,1
27,27,Bruno Silva,Gerald Meerschaert,0,1,29,81,46,114,0.35,0.4,38,93,61,136,0.4086021505376344,0.4485294117647059,0,0,1,6,0.0,0.1666666666666666,0,1,0,0,0,1.0,2,12.0,1.0,132.0,Guillotine Choke On Ground,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Gerald Meerschaert,17.0,60.0,28.0,92.0,0.2833333333333333,0.3043478260869565,6.0,14.0,9.0,12.0,0.4285714285714285,0.75,6.0,7.0,9.0,10.0,0.8571428571428571,0.9,27.0,79.0,36.0,95.0,0.3417721518987341,0.3789473684210526,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,19.0,0.0,0.5263157894736842,-357.0,240.0,1
28,28,Marlon Vera,Dominick Cruz,3,0,61,156,92,249,0.39,0.36,63,160,100,259,0.39375,0.3861003861003861,0,0,2,7,0.0,0.2857142857142857,0,0,0,0,0,10.0,1,5.0,10.0,65.0,Kick to Head At Distance,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Marlon Vera,35.0,121.0,54.0,193.0,0.2892561983471074,0.2797927461139896,13.0,21.0,16.0,32.0,0.6190476190476191,0.5,13.0,14.0,22.0,24.0,0.9285714285714286,0.9166666666666666,54.0,146.0,89.0,245.0,0.3698630136986301,0.363265306122449,5.0,6.0,1.0,2.0,0.8333333333333334,0.5,2.0,4.0,2.0,2.0,0.5,1.0,-235.0,160.0,1
29,29,Martin Buday,Lukasz Brzeski,0,0,66,188,118,273,0.35,0.43,66,188,124,280,0.351063829787234,0.4428571428571428,0,0,0,0,0.0,0.0,0,0,0,0,0,6.0,0,0.0,6.0,0.0,Sal D'amato                                     28 - 29.          Mike Bell                                     29 - 28.          Eliot Kelly                                     28 - 29.,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Martin Buday,50.0,169.0,49.0,182.0,0.2958579881656805,0.2692307692307692,3.0,6.0,51.0,69.0,0.5,0.7391304347826086,13.0,13.0,18.0,22.0,1.0,0.8181818181818182,65.0,187.0,116.0,268.0,0.3475935828877005,0.4328358208955223,1.0,1.0,2.0,5.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-335.0,240.0,1
30,30,Cynthia Calvillo,Nina Nunes,0,0,48,139,39,133,0.34,0.29,66,159,47,142,0.4150943396226415,0.3309859154929577,3,6,0,1,0.5,0.0,0,0,0,0,2,9.0,0,0.0,129.0,0.0,Derek Cleary                                     29 - 28.          Junichiro Kamijo                                     28 - 29.          Chris Crail                                     27 - 30.,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Nina Nunes,16.0,86.0,17.0,94.0,0.1860465116279069,0.1808510638297872,17.0,26.0,4.0,12.0,0.6538461538461539,0.3333333333333333,15.0,27.0,18.0,27.0,0.5555555555555556,0.6666666666666666,47.0,138.0,38.0,131.0,0.3405797101449275,0.2900763358778626,1.0,1.0,1.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,150.0,1
31,31,Nate Landwehr,David Onama,0,1,91,185,71,174,0.49,0.4,133,253,79,186,0.525691699604743,0.4247311827956989,3,4,1,6,0.75,0.1666666666666666,2,0,1,1,5,5.0,1,13.0,305.0,73.0,Mike Bell                                     28 - 28.          Junichiro Kamijo                                     27 - 29.          Derek Cleary                                     27 - 29.,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Nate Landwehr,73.0,154.0,62.0,158.0,0.474025974025974,0.3924050632911392,10.0,18.0,8.0,15.0,0.5555555555555556,0.5333333333333333,8.0,13.0,1.0,1.0,0.6153846153846154,1.0,52.0,120.0,50.0,139.0,0.4333333333333333,0.3597122302158273,22.0,35.0,1.0,3.0,0.6285714285714286,0.3333333333333333,17.0,30.0,20.0,32.0,0.5666666666666667,0.625,265.0,-375.0,0
32,32,Priscila Cachoeira,Ariane Lipski,1,0,20,35,4,15,0.57,0.26,20,35,4,15,0.5714285714285714,0.2666666666666666,0,0,0,0,0.0,0.0,0,0,0,0,0,11.0,0,0.0,11.0,0.0,Punches to Head At Distance,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Priscila Cachoeira,15.0,27.0,3.0,12.0,0.5555555555555556,0.25,4.0,5.0,0.0,2.0,0.8,0.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,6.0,17.0,4.0,15.0,0.3529411764705882,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.7777777777777778,0.0,155.0,-225.0,0
33,33,Devin Clark,Azamat Murzakanov,0,1,14,52,79,106,0.26,0.74,39,83,95,127,0.4698795180722891,0.7480314960629921,0,0,0,1,0.0,0.0,0,0,0,0,0,26.0,3,40.0,26.0,220.0,Punch to Body At Distance,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Azamat Murzakanov,4.0,29.0,41.0,65.0,0.1379310344827586,0.6307692307692307,3.0,7.0,31.0,34.0,0.4285714285714285,0.9117647058823528,7.0,16.0,7.0,7.0,0.4375,1.0,13.0,50.0,24.0,42.0,0.26,0.5714285714285714,1.0,2.0,9.0,9.0,0.5,1.0,0.0,0.0,46.0,55.0,0.0,0.8363636363636363,120.0,-165.0,0
34,34,Jason Witt,Josh Quinlan,0,1,1,12,3,12,0.08,0.25,2,13,3,12,0.1538461538461538,0.25,1,2,0,0,0.5,0.0,0,0,0,0,0,27.0,0,0.0,27.0,0.0,Punch to Head At Distance,UFC Fight Night: Vera vs. Cruz,http://www.ufcstats.com/event-details/a23e63184c65f5b8,2022-08-13,Josh Quinlan,0.0,11.0,2.0,8.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.25,1.0,12.0,3.0,12.0,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-303.0,0
35,35,Terrance McKinney,Erick Gonzalez,0,0,18,37,9,16,0.48,0.56,23,42,10,18,0.5476190476190477,0.5555555555555556,1,1,0,1,1.0,0.0,1,0,0,0,0,52.0,0,0.0,52.0,0.0,Rear Naked Choke,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817,2022-08-06,Terrance McKinney,15.0,34.0,6.0,11.0,0.4411764705882353,0.5454545454545454,3.0,3.0,1.0,2.0,1.0,0.5,0.0,0.0,2.0,3.0,0.0,0.6666666666666666,14.0,32.0,9.0,16.0,0.4375,0.5625,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.5,0.0,-1400.0,575.0,1
36,36,Bryan Battle,Takashi Sato,1,0,7,10,2,8,0.7,0.25,7,10,2,8,0.7,0.25,0,0,0,0,0.0,0.0,0,0,0,0,0,2.0,0,0.0,2.0,0.0,Kick to Head At Distance,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817,2022-08-06,Bryan Battle,4.0,6.0,0.0,5.0,0.6666666666666666,0.0,2.0,3.0,2.0,2.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,8.0,2.0,8.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.0,-350.0,180.0,1
37,37,Cory McKenna,Miranda Granger,0,0,13,22,13,34,0.59,0.38,43,53,14,35,0.8113207547169812,0.4,3,4,0,0,0.75,0.0,2,0,0,0,4,40.0,0,5.0,280.0,5.0,Von Flue Choke From Side Control,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817,2022-08-06,Cory McKenna,11.0,19.0,5.0,26.0,0.5789473684210527,0.1923076923076923,1.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,6.0,6.0,1.0,1.0,12.0,21.0,11.0,32.0,0.5714285714285714,0.34375,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-215.0,150.0,1
38,38,Augusto Sakai,Serghei Spivac,0,0,8,23,33,49,0.34,0.67,14,29,86,119,0.4827586206896552,0.7226890756302521,0,0,6,8,0.0,0.75,0,1,0,0,0,23.0,6,37.0,23.0,397.0,Punches to Head From Back Control,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817,2022-08-06,Serghei Spivac,1.0,14.0,33.0,49.0,0.0714285714285714,0.673469387755102,6.0,8.0,0.0,0.0,0.75,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,17.0,9.0,15.0,0.1176470588235294,0.6,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,34.0,0.0,0.7058823529411765,180.0,-350.0,0
39,39,Thiago Santos,Jamahal Hill,0,0,53,94,89,152,0.56,0.58,56,98,130,194,0.5714285714285714,0.6701030927835051,6,20,0,0,0.3,0.0,0,0,0,0,5,54.0,1,26.0,354.0,86.0,Elbows to Head On Ground,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817,2022-08-06,Jamahal Hill,28.0,66.0,68.0,131.0,0.4242424242424242,0.5190839694656488,13.0,16.0,12.0,12.0,0.8125,1.0,12.0,12.0,9.0,9.0,1.0,1.0,43.0,82.0,52.0,107.0,0.524390243902439,0.4859813084112149,8.0,9.0,19.0,21.0,0.8888888888888888,0.9047619047619048,2.0,3.0,18.0,24.0,0.6666666666666666,0.75,225.0,-360.0,0
40,40,Brogan Walker,Juliana Miller,0,0,30,48,54,85,0.62,0.63,52,74,110,156,0.7027027027027027,0.7051282051282052,0,0,4,4,0.0,1.0,0,1,1,0,1,16.0,9,40.0,76.0,580.0,Elbows to Head From Mount,UFC Fight Night: Santos vs. Hill,http://www.ufcstats.com/event-details/8f6a18831a120817,2022-08-06,Juliana Miller,16.0,33.0,43.0,72.0,0.4848484848484848,0.5972222222222222,5.0,5.0,5.0,7.0,1.0,0.7142857142857143,9.0,10.0,6.0,6.0,0.9,1.0,28.0,45.0,25.0,41.0,0.6222222222222222,0.6097560975609756,1.0,2.0,4.0,5.0,0.5,0.8,1.0,1.0,25.0,39.0,1.0,0.6410256410256411,110.0,-143.0,0
41,41,Alex Morono,Matthew Semelsberger,0,1,106,194,74,229,0.54,0.32,119,209,86,241,0.569377990430622,0.3568464730290456,0,4,1,1,0.0,1.0,0,0,0,0,0,24.0,2,38.0,24.0,158.0,Kent Basinger                                     27 - 30.          Seth Fuller                                     28 - 29.          Steve Armstrong                                     28 - 29.,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Alex Morono,92.0,179.0,32.0,170.0,0.5139664804469274,0.188235294117647,14.0,15.0,21.0,33.0,0.9333333333333332,0.6363636363636364,0.0,0.0,21.0,26.0,0.0,0.8076923076923077,98.0,184.0,60.0,209.0,0.532608695652174,0.2870813397129186,7.0,9.0,9.0,12.0,0.7777777777777778,0.75,1.0,1.0,5.0,8.0,1.0,0.625,130.0,-190.0,0
42,42,Michael Morales,Adam Fugitt,2,0,83,151,64,113,0.54,0.56,89,157,70,120,0.5668789808917197,0.5833333333333334,0,1,1,8,0.0,0.125,0,0,0,0,0,12.0,1,51.0,12.0,111.0,Punch to Head At Distance,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Michael Morales,74.0,140.0,32.0,74.0,0.5285714285714286,0.4324324324324324,7.0,9.0,20.0,26.0,0.7777777777777778,0.7692307692307693,2.0,2.0,12.0,13.0,1.0,0.9230769230769232,64.0,127.0,58.0,99.0,0.5039370078740157,0.5858585858585859,12.0,17.0,6.0,10.0,0.7058823529411765,0.6,7.0,7.0,0.0,4.0,1.0,0.0,-800.0,450.0,1
43,43,Orion Cosce,Blood Diamond,0,0,25,52,63,98,0.48,0.64,77,107,90,126,0.719626168224299,0.7142857142857143,3,8,0,1,0.375,0.0,0,0,0,0,9,26.0,1,8.0,566.0,68.0,Dan Mathisen                                     28 - 29.          Seth Fuller                                     28 - 29.          Kent Basinger                                     28 - 29.,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Orion Cosce,14.0,38.0,28.0,55.0,0.3684210526315789,0.509090909090909,10.0,13.0,26.0,29.0,0.7692307692307693,0.896551724137931,1.0,1.0,9.0,14.0,1.0,0.6428571428571429,8.0,27.0,34.0,60.0,0.2962962962962963,0.5666666666666667,9.0,14.0,29.0,37.0,0.6428571428571429,0.7837837837837838,8.0,11.0,0.0,1.0,0.7272727272727273,0.0,-220.0,142.0,1
44,44,Drew Dober,Rafael Alves,1,0,62,151,37,68,0.41,0.54,62,151,46,80,0.4105960264900662,0.575,0,0,1,3,0.0,0.3333333333333333,0,0,0,0,0,4.0,2,21.0,4.0,141.0,Punch to Body At Distance,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Drew Dober,38.0,121.0,24.0,55.0,0.3140495867768595,0.4363636363636363,20.0,24.0,8.0,8.0,0.8333333333333334,1.0,4.0,6.0,5.0,5.0,0.6666666666666666,1.0,60.0,149.0,31.0,60.0,0.4026845637583892,0.5166666666666667,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,7.0,1.0,0.7142857142857143,-230.0,140.0,1
45,45,Alexandre Pantoja,Alex Perez,0,0,8,12,10,14,0.66,0.71,8,12,10,14,0.6666666666666666,0.7142857142857143,1,1,0,1,1.0,0.0,1,0,0,0,1,6.0,0,0.0,66.0,0.0,Neck Crank Standing Back Control,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Alexandre Pantoja,7.0,11.0,9.0,13.0,0.6363636363636364,0.6923076923076923,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,11.0,10.0,13.0,0.6363636363636364,0.7692307692307693,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205.0,137.0,1
46,46,Derrick Lewis,Sergei Pavlovich,0,1,4,6,15,24,0.66,0.62,4,6,15,24,0.6666666666666666,0.625,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,2.0,0.0,2.0,Punches to Head At Distance,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Sergei Pavlovich,2.0,4.0,15.0,24.0,0.5,0.625,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,14.0,22.0,0.6666666666666666,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,-122.0,-180.0,0
47,47,Julianna Pena,Amanda Nunes,0,3,60,154,85,152,0.38,0.55,130,239,126,201,0.5439330543933054,0.6268656716417911,0,0,6,8,0.0,0.75,1,1,0,0,0,0.0,11,49.0,0.0,709.0,Jacob Montalvo                                     45 - 50.          Doug Crosby                                     43 - 50.          Sal D'amato                                     44 - 50.,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Amanda Nunes,54.0,144.0,67.0,128.0,0.375,0.5234375,6.0,10.0,10.0,14.0,0.6,0.7142857142857143,0.0,0.0,8.0,10.0,0.0,0.8,59.0,151.0,57.0,117.0,0.390728476821192,0.4871794871794871,1.0,3.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,28.0,34.0,0.0,0.8235294117647058,450.0,-700.0,0
48,48,Magomed Ankalaev,Anthony Smith,0,0,46,79,18,36,0.58,0.5,64,102,21,39,0.6274509803921569,0.5384615384615384,0,0,0,1,0.0,0.0,0,0,0,0,2,26.0,0,51.0,146.0,51.0,Punches to Head On Ground,UFC 277: Pena vs. Nunes 2,http://www.ufcstats.com/event-details/b0a6124751a56bc4,2022-07-30,Magomed Ankalaev,31.0,60.0,6.0,21.0,0.5166666666666667,0.2857142857142857,6.0,9.0,5.0,8.0,0.6666666666666666,0.625,9.0,10.0,7.0,7.0,0.9,1.0,23.0,46.0,17.0,35.0,0.5,0.4857142857142857,1.0,1.0,0.0,0.0,1.0,0.0,22.0,32.0,1.0,1.0,0.6875,1.0,-700.0,380.0,1
49,49,Mandy Bohm,Victoria Leonardo,0,0,52,93,39,110,0.55,0.35,83,124,85,166,0.6693548387096774,0.5120481927710844,0,1,2,6,0.0,0.3333333333333333,1,0,0,0,0,55.0,7,6.0,55.0,426.0,Vito Paolillo                                     27 - 30.          Clemens Werner                                     27 - 30.          Cezary Wojciechowski                                     27 - 30.,UFC Fight Night: Blaydes vs. Aspinall,http://www.ufcstats.com/event-details/319c15b8aac5bfde,2022-07-23,Victoria Leonardo,26.0,66.0,21.0,80.0,0.3939393939393939,0.2625,14.0,15.0,18.0,26.0,0.9333333333333332,0.6923076923076923,12.0,12.0,0.0,4.0,1.0,0.0,35.0,75.0,25.0,94.0,0.4666666666666667,0.2659574468085106,17.0,17.0,13.0,15.0,1.0,0.8666666666666667,0.0,1.0,1.0,1.0,0.0,1.0,-125.0,-110.0,1
50,50,Muhammad Mokaev,Charles Johnson,0,0,12,29,12,22,0.41,0.54,32,54,71,84,0.5925925925925926,0.8452380952380952,12,26,0,0,0.4615384615384615,0.0,0,0,0,0,11,44.0,0,27.0,704.0,27.0,David Lethaby                                     27 - 30.          Darryl Ransom                                     27 - 30.          Clemens Werner                                     27 - 30.,UFC Fight Night: Blaydes vs. Aspinall,http://www.ufcstats.com/event-details/319c15b8aac5bfde,2022-07-23,Muhammad Mokaev,5.0,17.0,3.0,5.0,0.2941176470588235,0.6,3.0,7.0,6.0,9.0,0.4285714285714285,0.6666666666666666,4.0,5.0,3.0,8.0,0.8,0.375,10.0,26.0,7.0,17.0,0.3846153846153846,0.4117647058823529,1.0,2.0,3.0,3.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-500.0,320.0,1
51,51,Nathaniel Wood,Charles Rosa,0,0,97,159,51,167,0.61,0.3,102,166,54,170,0.6144578313253012,0.3176470588235294,1,1,2,9,1.0,0.2222222222222222,0,1,0,0,1,25.0,0,52.0,85.0,52.0,David Lethaby                                     26 - 30.          Darryl Ransom                                     26 - 30.          Clemens Werner                                     27 - 30.,UFC Fight Night: Blaydes vs. Aspinall,http://www.ufcstats.com/event-details/319c15b8aac5bfde,2022-07-23,Nathaniel Wood,62.0,111.0,21.0,120.0,0.5585585585585585,0.175,4.0,13.0,18.0,29.0,0.3076923076923077,0.6206896551724138,31.0,35.0,12.0,18.0,0.8857142857142857,0.6666666666666666,87.0,144.0,43.0,156.0,0.6041666666666666,0.2756410256410256,5.0,7.0,6.0,9.0,0.7142857142857143,0.6666666666666666,5.0,8.0,2.0,2.0,0.625,1.0,-700.0,400.0,1
52,52,Jai Herbert,Kyle Nelson,0,0,36,64,41,62,0.56,0.66,84,116,55,77,0.7241379310344828,0.7142857142857143,0,1,0,4,0.0,0.0,0,0,0,0,5,57.0,3,6.0,357.0,186.0,Ben Cartlidge                                     28 - 29.          Anders Ohlsson                                     28 - 29.          Darryl Ransom                                     28 - 29.,UFC Fight Night: Blaydes vs. Aspinall,http://www.ufcstats.com/event-details/319c15b8aac5bfde,2022-07-23,Jai Herbert,16.0,43.0,15.0,34.0,0.3720930232558139,0.4411764705882353,17.0,18.0,11.0,13.0,0.9444444444444444,0.8461538461538461,3.0,3.0,15.0,15.0,1.0,1.0,22.0,50.0,28.0,47.0,0.44,0.5957446808510638,13.0,13.0,13.0,15.0,1.0,0.8666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,-303.0,210.0,1
53,53,Curtis Blaydes,Tom Aspinall,0,0,4,10,3,5,0.4,0.6,4,10,3,5,0.4,0.6,0,0,0,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,to          Knee Injury,UFC Fight Night: Blaydes vs. Aspinall,http://www.ufcstats.com/event-details/319c15b8aac5bfde,2022-07-23,Curtis Blaydes,2.0,8.0,0.0,2.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,10.0,3.0,5.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,-168.0,0
